id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
123194,O F C WHISKEY,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.15,0.15
123199,PAUL JONES PURE RYE WHISKEY,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.15,0.15
122297,PUFFS CHANTILLY AU RHUM,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.15,0.15
113869,RAW PLATE,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.15,0.15
123197,RED TOP RYE WHISKEY,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.15,0.15
131234,ROYAL LUNCHEON CHEESE IN JAR,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.15,0.15
112217,SWEET POTATO CAKE,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.15,0.15
123198,WILSON PURE RYE WHISKEY,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.15,0.15
108390,APENTA SPLITS,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.15,0.15
122610,BASS & CO DOGS HEAD,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.15,0.25
129424,GRUYER,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.15,0.25
115632,CLAM BROTH A LA MANHATTAN IN CUP,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
108433,CORNED BEEF HASH EGGS,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
113859,COUNTRY SAUSAGE WHEAT OR BUCKWHEAT CAKES,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
113693,CURRANT JELLY,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
113875,DRY PAN,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
108765,HARVARD BREWING CO GREEN LABEL,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
116569,HULLED CORN,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
123185,J B SCOTCH WHISKEY,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
123184,KINAHAN L L WHISKEY,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
113543,KING EDWARD PUNCH,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
122603,KING WILLIAM SCOTCH,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
108767,LEMPS EX PALE ST LOUIS,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
112785,LIMA BEANS MIDGETS,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
123828,MASHED BROWNED,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
123806,NEW BUTTTERED BEETS,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
113878,PLAIN BROIL,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
109598,POT OF CHOCOLATE FOR TWO,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
113694,PURE COMB HONEY,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
130797,SAUTE OR LYONNAISE POTATOES,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
131241,SHREDED WHEAT AND CREAM,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
113880,SMALL STEAK WITH ONIONS IF DESIRED,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
113872,STEW MILK,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
113871,STEW PLAIN,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
123191,THREE FEATHER PURE RYE WHISKEY,1,1,1905-01-01T01:00:00Z,1905-01-01T01:00:00Z,0.2,0.2
