id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
311544,WBC CHAMPAGNE DRY,1,1,1852-01-01T01:00:00Z,1852-01-01T01:00:00Z,1,2
311542,VERSENAY CHAMPAGNE,1,1,1852-01-01T01:00:00Z,1852-01-01T01:00:00Z,1.2,2.5
311554,OLD MANCENELLA SHERRY,1,1,1852-01-01T01:00:00Z,1852-01-01T01:00:00Z,1.5,2
311543,HIDSICK CHAMPAGNE,1,1,1852-01-01T01:00:00Z,1852-01-01T01:00:00Z,2,2
311545,LONGUORTH SPARKLING CATAWBA,1,1,1852-01-01T01:00:00Z,1852-01-01T01:00:00Z,2,2
311547,CLOS VAUGEOT BURGUNDY,1,1,1852-01-01T01:00:00Z,1852-01-01T01:00:00Z,3,3
311540,COZZENS SHERRY,1,1,1852-01-01T01:00:00Z,1852-01-01T01:00:00Z,3,3
311552,OLD ARAMBURA,1,1,1852-01-01T01:00:00Z,1852-01-01T01:00:00Z,3,3
311549,SUPERIOR BROWN SHERRY,1,1,1852-01-01T01:00:00Z,1852-01-01T01:00:00Z,3,3
311538,CHATEAU MARGEAU 1841,1,1,1852-01-01T01:00:00Z,1852-01-01T01:00:00Z,4,4
311553,OLD GOLDEN SHERRY,2,2,1852-01-01T01:00:00Z,1939-01-01T01:00:00Z,2,3
305170,PICKLED APRICOTS,2,2,1891-01-01T01:00:00Z,1941-01-01T01:00:00Z,0.2,0.2
299193,SAUTERNE B & G,6,7,1891-01-01T01:00:00Z,1955-01-01T01:00:00Z,0.35,5
308199,TOMATOES AND LETTUCE,9,9,1892-01-01T01:00:00Z,1945-01-01T00:00:00Z,0.3,0.5
289994,PECONIC BAY OYSTERS,2,3,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.45,0.95
291340,POMMERY CHAMPAGNE SEC,2,2,1900-01-01T01:00:00Z,1918-01-01T01:00:00Z,3.25,6.5
252278,EXTRA BUTTER,4,4,1913-01-01T01:00:00Z,1919-01-01T01:00:00Z,0.02,0.05
261935,HIAWATHA,3,3,1907-01-01T01:00:00Z,1933-01-01T01:00:00Z,0.45,0.45
291693,BYRON,1,1,1933-01-01T01:00:00Z,1933-01-01T01:00:00Z,0.4,0.4
251638,CONSOMME MADRILENE,2,2,1933-01-01T01:00:00Z,1933-01-01T01:00:00Z,0.25,0.4
289933,MINCED FILET OF BEEF A LA DEUTSCH,2,2,1933-01-01T01:00:00Z,1933-01-01T01:00:00Z,1.25,3.5
251997,PINEAPPLE SODA,3,3,1933-01-01T01:00:00Z,1933-01-01T01:00:00Z,0.25,0.65
263255,WITH FRUIT,4,15,1933-01-01T01:00:00Z,1933-01-01T01:00:00Z,0.5,0.6
289940,CRABFLAKES SALAD,61,61,1933-01-01T01:00:00Z,1933-01-01T01:00:00Z,0.9,3.25
274879,FRIED PORK WITH MIXED VEGETABLES,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,1.6
273112,FRESH CRAB MEAT A LA NEWBURGH ON TOAST,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,1.6
271847,FRIED CAPE SCALLOPS TARTAR SAUCE FF POTATO COLE SLAW,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,1.6
271844,FRIED CLAMS TARTAR SAUCE FF POTATO COLE SLAW,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,1.6
271891,FRIED FRESH JUMBO SHRIMP LOUISIANA,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,1.6
270152,HEAVY SOUR CREAM AND CREAMY COTTAGE CHEESE CHIVES,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,1.6
270945,HOME MADE BRATWURST WITH RED CABBAGE AND POTATOES,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,1.6
270806,HOME MADE BRATWURST RED CABBAGE & POTATOES,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,1.6
270948,LARGE HOME MADE BAUERNWURST WITH SAUERKRAUT AND MASHED POTATOES,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,1.6
270799,SMOKED BEEF TONGUE CREAMED SPINACH POTATOES,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,1.6
274880,STEAMED PORK WITH SPICED HAM,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,1.6
274881,STEAMED PORK WITH SPICED VEGETABLES,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,1.6
273114,SCALLOPSSHRIMPS COMBINATION,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,1.6
272256,SINGLE BROILED LAMB CHOP MIXED GRILLE FF POTATO CHEFS SALAD,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,1.6
269947,STEAMED CANADIAN FINNAN HADDIE BUTTER SAUCE SERVED WITH COLE SLAW SLICED TOMATO VEGETABLE AND POTATO,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,1.6
274859,SUBGUM CHICKEN FRIED RICE,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,1.6
273786,TOASTED CLUB PICKLE SPEARS,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,1.6
271699,VEAL CACCIATORE EN BIANCO HUNTER STYLE,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,1.6
274464,WHEAT CAKES WITH EGGS HAM AND COFFEE,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,1.6
274466,WHEAT CAKES WITH EGGS SAUSAGE AND COFFEE,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,1.6
272290,TWO BROILED PORK CHOPS * FF POTATO,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,2
273424,CHIANTI WHITE,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.6,2.9
273663,1/2 ROAST CHICKEN WITH POTATOES AND VEGETABLES,1,1,1961-01-01T01:00:00Z,1961-01-01T01:00:00Z,1.65,1.65
