id,name,menus_appeared,times_appeared,first_appeared,last_appeared,lowest_price,highest_price
402986,BAKED OYSTERS IN SHELL A LA MULLER,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
406007,BAKED OYSTERS IN SHELL ALA CASINO,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
403689,BAKED IN SHELL ANCIENNE,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
402770,BAKED SOFT CLAMS CASINO 10 MIN,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
400835,BEEF A LA MODE WITH CARROTS,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
405523,BELMONT SALAD,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
410829,BLUE POINTS CRUMB FRY,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
404511,BOILED FRESH HADDOCK MUSTARD SAUCE BOILED POTATOES,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
401863,BOILED FRESH HADDOCK MUSTARD SAUCE NATUREL POTATOES,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
396720,BOILED LIVE CODFISH EGG SAUCE BOILED POTATOES,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
403653,BOSTON BOX STEW WITH CREAM,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
414950,BOSTON OYSTER FLIP WITH GREEN PEPPERS,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
418716,BOSTON OYSTER SIMMER,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
402340,BOX SARDINES,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
409694,BROILED BEECHNUT BACON WITH STEWED CORN,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
396091,BROILED FRESH MUSHROOMS 10 MINUTES,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
398252,BROILED SQUAB CHICKEN HALF,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
407562,BROILED SEA TROUT ANCHOVY BUTTER,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
401939,BROILED SPRING CHICKEN WEIGHING 2 LBS HALF,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
418610,CALIFORNIA ASPARAGUS,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
400102,CHAMBORD PUDDING,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
406964,CLAM OMELETTE,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
414997,COLD EGGS A LA RICHE,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
403379,COLD HALF SQUAB CHICKEN WITH POTATO SALAD,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
398839,COLD PICKLED LAMBS TONGUE RED BEETS,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
403380,COLD YOUNG LAMB WITH POTATO SALAD,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
411549,COMTESSE,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
405607,LITTLE NECK CLAMS CONEY ISLAND ROAST,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
396408,COUPE ANNA,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
404882,CREAM GERVAIS CHEESE WITH BARLEDUC,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
401866,CREAMED FINNAN HADDIE WITH GREEN PEPPERS AU GRATIN,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
401152,CREAMED FINNAN HADDIE WITH GREEN PEPPERS ON TOAST,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
403685,CREAMED ON TOAST,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
402304,CUP NELSON,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
400059,CUP HANAN SOUP,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
413515,DINNER JARDINIERE MIXED VEGETABLES AND POACHED EGG,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
413668,EGGS A LA PROVENCALE,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
413675,EGGS A LA SANDFORD,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
405286,FANCY ROAST OYSTERS,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
418594,FRIED GREEN SMELTS SAUCE REMOULADE,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
401865,FRIED LI FLOUNDER TOMATO SAUCE ROAST POTATOES,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
405725,FRIED OYSTERS WITH BACON,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
393549,FRIED WHITING TARTAR SAUCE,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
403684,FRIED WITH BACON,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
403687,FRIED WITH SALT PORK,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
385376,FROMAGE PETIT GERVAIS AU BARLEDUC,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
402155,GLACE VANILLE SAUCE AUX FRAISES,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
393591,TO ORDER GREEN TURTLE SOUP,2,2,1917-01-01T01:00:00Z,1917-01-01T01:00:00Z,0.6,0.6
